Crop,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Rice,Winter,Dhaka,1890960.0,3767357,1496.8000000000002,285789620.0,649836.0,1.9922986208063629
Rice,Winter,Chittagong,53480.0,99699,602.9,3461912.4000000004,7904.799999999999,1.8642296185489904
Rice,Monsoon,Gazipur,4273000.0,3278000,702.8,402524910.0,1062250.0,0.7671425228176925
Rice,Monsoon,Rajshahi,105402.0,149742,6152.7,8413717.6,24566.58,1.420675129504184
Rice,Monsoon,Narayanganj,2000212.0,7374681,801.9000000000001,313853476.9,654069.96,3.6869496833335664
Rice,Monsoon,Narsingdi,2851000.0,11267000,-13.399999999999977,408940990.0,760770.0,3.951946685373553
Rice,Summer,Tangail,69640.0,161900,551.0999999999999,7672330.0,15374.0,2.3248133256748993
Rice,Monsoon,Sylhet,24142.0,57514,1034.5875,285523.14000000013,35.5,2.382321265843758
Rice,Monsoon,Jessore,3003673.0,8233806,735.6,293870578.4,777954.98,2.7412458013904977
Rice,Monsoon,Dinajpur,726000.0,1376300,621.6,94848400.0,110160.0,1.8957300275482094
Rice,Monsoon,Comilla,24411.0,60556,4089.5,2192833.36,3032.0699999999997,2.4806849371185122
Rice,Monsoon,Jamalpur,51859.0,68637,1512.1,5417911.36,-1332.6899999999996,1.3235311132108216
Rice,Monsoon,Brahmanbaria,71810.0,114896,-147.79999999999995,5647582.0,7133.5,1.6
Rice,Summer,Chittagong,324525.0,990578,523.3,39291635.0,39924.0,3.052393498189662
Rice,Autumn,Rajshahi,32570.0,41908,2514.3,1658812.7999999998,-6068.7,1.2867055572612833
Rice,Monsoon,Kushtia,5837298.0,14353736,146.29999999999995,877264538.4,1800562.38,2.458969201161222
Rice,Winter,Natore,3761.0,11855,941.3,-2615889.0700000003,-8022.139999999999,3.1520872108481788
Rice,Winter,Mymensingh,2842875.0,4684328,797.7,404644840.0,249858.75,1.6477432176933562
Rice,Monsoon,Pabna,254743.0,713222,1482.2,36415244.4,72970.33,2.799770749343456
Rice,Monsoon,Sirajganj,3939826.0,6300825,302.70000000000005,654999651.5,1285142.58,1.5992647898663546
Rice,Autumn,Mymensingh,546872.0,727414,997.7,77224570.88,46218.48,1.3301357538875642
Rice,Monsoon,Dinajpur,751300.0,1521800,490.5,123857776.0,241929.0,2.025555703447358
Rice,Autumn,Jamalpur,20064.0,23583,1629.9,1028861.44,621.1199999999999,1.1753887559808613
Rice,Monsoon,Natore,281464.0,537876,819.5999999999999,28493809.76,53107.44,1.9109939459398004
Rice,Winter,Jessore,761911.0,3402713,-459.29999999999995,113313366.0,230430.63,4.466024246926478
Rice,Monsoon,Natore,270608.0,551716,247.79999999999995,39166138.56,37003.36,2.0388015136285698
Rice,Winter,Tongi,849093.0,1248966,356.5999999999999,124179079.3,268200.69,1.47094134564765
Rice,Winter,Barisal,4051084.0,9393991,829.0999999999999,379516122.3,1000771.0,2.318883291484452
Rice,Summer,Mymensingh,105526.0,178240,797.7,13094439.04,3497.34,1.689062411159335
Rice,Autumn,Barisal,212132.0,453439,296.0,31237246.520000003,38911.68,2.137532291214904
Rice,Whole Year,Bogra,1593071.0,1355660,704.1,247232323.2,267822.07,0.8509727438387868
Rice,Monsoon,Sylhet,3817.0,12250,1580.6,-1397257.53,-4740.39,3.2093266963583966
Rice,Summer,Sylhet,5098.0,13451,834.5875000000001,-2205629.64,-8133.34,2.638485680659082
Rice,Autumn,Jamalpur,24706.0,27128,1850.1999999999998,2725664.8,4658.86,1.0980328665101595
Rice,Monsoon,Pabna,254743.0,713222,1682.2,37415244.4,75970.33,2.799770749343456
Rice,Summer,Natore,14703.0,55577,380.9000000000001,-3746765.25,-12853.95,3.7799768754675918
Rice,Winter,Comilla,17330.0,54665,2811.6,715323.3999999999,1159.1999999999998,3.1543566070398152
Rice,Summer,Barisal,1206829.0,3569520,1052.9,110853915.9,362116.99,2.957767836205461
Rice,Monsoon,Jessore,1634921.0,5097447,87.60000000000002,243807674.2,530523.93,3.117855235818734
Rice,Monsoon,Pabna,265999.0,718304,1495.6090909999998,40560152.48,75779.67,2.700401129327554
Rice,Summer,Tangail,69640.0,161900,551.0999999999999,7672330.0,15374.0,2.3248133256748993
Rice,Monsoon,Satkhira,208990.0,519600,972.7,31898178.0,67146.5,2.48624336092636
Rice,Autumn,Khulna,105349.0,241824,2480.2,9413510.66,16123.29,2.295456055586669
Rice,Summer,Tangail,38000.0,81100,1039.4,2852980.0,2360.0,2.1342105263157896
Rice,Monsoon,Natore,252163.0,591755,447.5999999999999,35819059.33,71213.79,2.3467162113394906
Rice,Winter,Gazipur,3376000.0,5910000,1433.8,449358400.0,537160.0,1.7505924170616114
Rice,Winter,Mymensingh,2842875.0,4684328,397.70000000000005,402644840.0,243858.75,1.6477432176933562
Rice,Winter,Comilla,13614.0,36579,1787.1,-1850213.2599999998,-7507.38,2.6868664609960335
Rice,Monsoon,Jessore,2526108.0,6376990,675.5,300930871.4,524482.68,2.5244328429346647
Rice,Winter,Dhaka,1888683.0,3727039,1555.3000000000002,295241932.5,614265.39,1.9733533896371176
Rice,Monsoon,Noakhali,5884.0,16837,-42.299999999999955,-3070857.56,-10058.279999999999,2.8614887831407207
Rice,Monsoon,Sylhet,3817.0,12250,980.5999999999999,-4397257.53,-13740.39,3.2093266963583966
Rice,Monsoon,Rangamati,259892.0,500880,151.70000000000005,37496371.44,35181.64,1.927262093484986
Rice,Winter,Dhaka,1707340.0,2594392,1584.6,201744212.8,349541.4,1.519552051729591
Rice,Monsoon,Comilla,24411.0,60556,3889.5,1192833.3599999999,32.06999999999971,2.4806849371185122
Rice,Autumn,Dhaka,398316.0,398077,1384.6,43766054.72,71646.36,0.9993999738900772
Rice,Summer,Dinajpur,11800.0,54700,58.39999999999998,-882894.0,-3050.0,4.635593220338983
Rice,Summer,Kushtia,26051.0,74184,165.29999999999995,-7684.25,-2882.1499999999996,2.8476450040305554
Rice,Summer,Chittagong,360062.0,1163725,517.7,55809898.82,74414.88,3.2320128200143308
Rice,Summer,Natore,17370.0,61915,978.9000000000001,983471.2000000002,426.89999999999964,3.5644789867587794
Rice,Monsoon,Narsingdi,2802000.0,11236000,-428.7,432607640.0,464340.0,4.009992862241257
Rice,Winter,Chittagong,37747.0,84636,1121.0,4881737.54,3416.99,2.2421914324317163
Rice,Winter,Natore,3062.0,9578,1013.4000000000001,-1699403.46,-5203.88,3.1280209013716527
Rice,Winter,Dhaka,1830682.0,3649129,2378.5,303094587.0,436363.68,1.9933166983670567
Rice,Summer,Dhaka,311437.0,610136,1736.9,29741084.58,53401.77,1.9590992720839207
Rice,Monsoon,Comilla,27730.0,78489,1787.1,378844.2999999998,-2849.1000000000004,2.8304724125495855
Rice,Summer,Dhaka,399132.0,1189858,1597.7,56670582.68,104765.64,2.981114017417797
Rice,Summer,Pabna,70577.0,228104,2052.8,11122305.52,23113.49,3.2319877580514897
Rice,Winter,Khulna,86751.0,212607,1587.6,10082050.8,17892.81,2.450772901753294
Rice,Monsoon,Pabna,257273.0,746954,1815.7,37837932.08,81900.09,2.9033516925600433
Rice,Summer,Mymensingh,124874.0,246807,402.70000000000005,8252877.619999999,18715.980000000003,1.9764482598459248
Rice,Monsoon,Feni,11920.0,21340,2606.9,-202464.0,-2304.8,1.7902684563758389
Rice,Winter,Mymensingh,2842875.0,4684328,197.70000000000005,401644840.0,240858.75,1.6477432176933562
Rice,Summer,Tangail,25100.0,50500,457.79999999999995,-535933.0,-2474.0,2.0119521912350598
Rice,Monsoon,Feni,9790.0,23690,1841.6,174016.80000000005,-944.0999999999999,2.4198161389172625
Rice,Monsoon,Brahmanbaria,72380.0,116365,619.9,8926484.8,17885.4,1.6076954959933683
Rice,Autumn,Rajshahi,22569.0,48727,1648.4,-739005.19,-5906.37,2.159023439230803
Rice,Winter,Dhaka,1830682.0,3649129,2378.5,303094587.0,436363.68,1.9933166983670567
Rice,Monsoon,Brahmanbaria,72380.0,116365,619.9,8926484.8,17885.4,1.6076954959933683
Rice,Monsoon,Dinajpur,658500.0,1228400,18.0,99607470.0,102945.0,1.8654517843583902
Rice,Monsoon,Natore,281464.0,537876,819.5999999999999,28493809.76,53107.44,1.9109939459398004
Rice,Autumn,Dhaka,495698.0,487719,1424.7,48625636.74,122881.48,0.98390350576359
Rice,Summer,Mymensingh,124874.0,246807,402.70000000000005,8252877.619999999,18715.980000000003,1.9764482598459248
Rice,Monsoon,Rajshahi,102657.0,165907,5858.8,8077837.6899999995,20690.82,1.6161294407590325
Rice,Summer,Barisal,1295678.0,4671912,1030.0,199991544.3,480357.64,3.6057662474781544
Rice,Winter,Gazipur,3379000.0,5338000,1316.9,429532090.0,737380.0,1.579757324652264
Rice,Monsoon,Pabna,257273.0,746954,1615.7,36837932.08,78900.09,2.9033516925600433
Rice,Autumn,Mymensingh,533233.0,503448,-92.20000000000005,58945301.36,96978.93,0.9441426168297911
Rice,Autumn,Tongi,614160.1,418254,858.3,58789566.7,141398.424,0.6810178648857196
Rice,Winter,Tongi,942310.0,1292796,102.0,137100348.0,277116.1,1.371943415648778
Rice,Winter,Khulna,162445.0,336416,2212.6,14947225.65,39235.7,2.070953245713934
Rice,Summer,Natore,13953.0,44845,1275.8,1196760.3199999998,2302.1400000000003,3.214004156812155
Rice,Autumn,Jamalpur,22633.0,25671,1048.8,-729757.8300000001,-5889.09,1.1342287809835196
Rice,Monsoon,Satkhira,168570.0,240310,1025.9,25266577.4,25656.9,1.4255798777955746
Rice,Autumn,Rajshahi,33646.0,78965,3037.1,1156249.5,-223.89999999999964,2.3469357427331627
Rice,Autumn,Mymensingh,445393.0,615668,1121.4,70242744.6,149887.55,1.3823028202059755
Rice,Winter,Satkhira,5670.0,16050,1393.0,-26120.800000000047,-902.0999999999999,2.8306878306878307
Rice,Monsoon,Sylhet,3817.0,12250,1180.6,-3397257.5300000003,-10740.39,3.2093266963583966
Rice,Autumn,Barisal,423121.0,751970,1052.9,36268425.57,119167.51000000001,1.7771984845942415
Rice,Winter,Comilla,15688.0,43162,2671.6,-755988.48,-7588.08,2.751274859765426
Rice,Summer,Khulna,47290.01,149217,2035.1,2922022.4749999996,605.7032999999992,3.155359874104488
Rice,Monsoon,Comilla,33638.0,78705,2871.6,2811579.5199999996,-2972.58,2.339764551994768
Rice,Winter,Sylhet,10920.0,26585,234.5875000000001,-4186078.8,-15379.2,2.4345238095238093
Rice,Monsoon,Feni,11920.0,21340,2806.9,797536.0,695.1999999999998,1.7902684563758389
Rice,Winter,Barisal,4051084.0,9393991,1029.1,380516122.3,1003771.0,2.318883291484452
Rice,Monsoon,Sylhet,42779.0,103606,1034.5875,2199614.4299999997,5122.540000000001,2.421889244722878
Rice,Monsoon,Kaptai,133500.0,244741,1833.3000000000002,19929960.0,40395.0,1.8332659176029962
Rice,Winter,Dhaka,1636050.0,2574284,1736.9,173249657.0,331570.5,1.5734751382903946
Rice,Monsoon,Rangamati,261347.0,507404,752.0,40412350.17,53723.28,1.941495406490222
Rice,Monsoon,Pabna,15228.0,16175,1852.8000000000002,615561.2799999998,-365.6400000000003,1.062188074599422
Rice,Winter,Sylhet,12061.0,33581,1034.5875,-459689.68999999994,-3346.58,2.7842633280822486
Rice,Monsoon,Satkhira,201860.0,491660,1359.8,27935045.0,61651.0,2.4356484692361042
Rice,Autumn,Rajshahi,33136.0,77453,3270.8,2232505.76,1934.8799999999992,2.337427571221632
Rice,Winter,Rajshahi,62170.0,114027,4102.0,5293478.0,947.2000000000007,1.8341161331832074
Rice,Monsoon,Natore,275711.0,528524,963.7,37437701.44,18813.99,1.9169492693436243
Rice,Winter,Rajshahi,63601.0,158920,3284.4,8601206.96,17988.33,2.4987028505841105
Rice,Autumn,Tongi,614160.1,418254,858.3,58789566.7,141398.424,0.6810178648857196
Rice,Autumn,Gazipur,797000.0,743000,1084.3,82585610.0,209190.0,0.9322459222082811
Rice,Monsoon,Rangpur,244000.0,645600,1239.8,33393000.0,73400.0,2.6459016393442623
Rice,Monsoon,Comilla,27630.0,77109,2666.9,1234297.5,670.5,2.790770901194354
Rice,Monsoon,Sirajganj,3939826.0,6300825,702.7,656999651.5,1291142.58,1.5992647898663546
Rice,Monsoon,Dinajpur,792207.0,1808275,310.5,119405722.8,271272.45,2.282578921923184
Rice,Summer,Barisal,1376387.0,4257111,1012.9000000000001,146117767.6,280041.27,3.092960773387136
Rice,Monsoon,Chittagong,942025.0,2611754,747.2,142365331.3,323708.75,2.7724890528383006
Rice,Summer,Kushtia,29947.0,75449,16.399999999999977,1520799.12,882.5100000000002,2.5194176378268276
Rice,Summer,Narayanganj,339990.0,1463054,-89.89999999999998,53396682.4,110796.3,4.30322656548722
Rice,Autumn,Barisal,288129.0,605612,1050.1,31552429.68,51507.09,2.101877978266679
Rice,Winter,Satkhira,200.0,250,998.5,-1980966.0,-5938.0,1.25
Rice,Monsoon,Feni,14790.0,21220,2096.2,-599830.7,-2302.5,1.4347532116294794
Rice,Summer,Kushtia,2829.0,6741,449.9,-1711074.23,-5264.46,2.3828207847295864
Rice,Monsoon,Brahmanbaria,71810.0,114896,-347.79999999999995,4647582.0,4133.5,1.6
Rice,Monsoon,Dinajpur,802674.0,1749613,414.79999999999995,124372994.6,299016.12,2.1797305008010723
Rice,Monsoon,Natore,280816.0,567662,1141.3,26679738.08,67012.16,2.0214731354338786
Rice,Monsoon,Kaptai,122267.0,146191,1967.0,10662258.64,13676.07,1.1956701317608185
Rice,Summer,Kushtia,2829.0,6741,449.9,-1711074.23,-5264.46,2.3828207847295864
Rice,Autumn,Mymensingh,533233.0,503448,-92.20000000000005,58945301.36,96978.93,0.9441426168297911
Rice,Summer,Khulna,47334.0,144706,2202.9,5474511.94,9620.22,3.057125955972451
Rice,Summer,Natore,13953.0,44845,875.8,-803239.6800000002,-3697.8599999999997,3.214004156812155
Rice,Monsoon,Sirajganj,3905319.0,5441525,717.2,495748289.5,850170.18,1.3933624884420452
Rice,Summer,Chittagong,324525.0,990578,323.29999999999995,38291635.0,36924.0,3.052393498189662
Rice,Winter,Chittagong,43861.0,144235,317.70000000000005,751900.7400000002,-2789.1900000000005,3.2884567155331617
Rice,Summer,Dinajpur,3900.0,10700,-20.30000000000001,-1617137.0,-4986.0,2.7435897435897436
Rice,Autumn,Mymensingh,534477.0,477325,947.8,56905238.18,109240.17,0.89306929952084
Rice,Autumn,Mymensingh,549012.0,725206,474.0,84694484.92,175173.96,1.3209292328765128
Rice,Winter,Comilla,16637.0,47452,2130.6,-300863.18999999994,-1674.38,2.852196910500691
Rice,Winter,Dhaka,1762324.0,3213979,1327.1,272605325.7,293595.08,1.8237162973437349
Rice,Monsoon,Jamalpur,16862.0,36979,1626.8000000000002,-2415898.5,-9098.3,2.1930375993357845
Rice,Monsoon,Tongi,1735411.0,3421253,765.7,271223107.8,653456.18,1.971436737464497
Rice,Autumn,Tongi,153608.9,105328,-250.79999999999995,9641988.23,11257.868999999999,0.6856894359636714
Rice,Monsoon,Tongi,1357726.0,3612589,537.8,230203017.8,493358.62,2.660764395761737
Rice,Winter,Tongi,1016623.0,674135,485.5999999999999,157534937.9,326485.59,0.663112087765081
Rice,Autumn,Tongi,150654.0,126012,1174.7,24237558.08,46715.82,0.836433151459636
Rice,Winter,Chittagong,52005.0,106335,13.299999999999955,-894669.1500000004,-4478.700000000001,2.0447072396884916
Rice,Summer,Barisal,1376387.0,4257111,1012.9000000000001,146117767.6,280041.27,3.092960773387136
Rice,Winter,Dhaka,1875601.0,3297591,1143.4,311200679.5,609948.33,1.7581516537899051
Rice,Monsoon,Jessore,3003673.0,8233806,535.6,292870578.4,774954.98,2.7412458013904977
Rice,Monsoon,Dinajpur,722100.0,1225500,346.1,101289184.0,58989.0,1.6971333610303283
Rice,Monsoon,Rangpur,153110.0,335700,1343.7,12494923.7,32277.5,2.1925413101691595
Rice,Winter,Sylhet,11411.0,28051,234.5875000000001,-4477772.6,-16174.24,2.4582420471474893
Rice,Monsoon,Natore,246539.0,620027,675.8,34815100.16,81684.82,2.5149246163892935
Rice,Monsoon,Chittagong,1079193.0,2599170,860.8,104624268.4,306965.97,2.408438527677626
Rice,Monsoon,Rangamati,275746.0,5488,956.2,24242746.82,79481.26,0.019902373923828452
Rice,Summer,Barisal,1401841.0,4541328,1507.7,135618731.0,358478.66,3.239545711674862
Rice,Autumn,Tongi,137925.0,154026,96.29999999999995,15137006.25,30273.75,1.1167373572593802
Rice,Monsoon,Natore,261319.0,544497,964.7,40776158.88,77235.27,2.0836487205293146
Rice,Winter,Rajshahi,4003.0,13135,5458.8,-3607025.49,-10959.220000000001,3.281289033225081
Rice,Winter,Barisal,4002092.0,11282409,1812.6,648139322.4,1397732.2,2.8191278461364706
Rice,Autumn,Mymensingh,2939790.0,4444354,407.0,284599184.3,752345.4,1.5117930192292646
Rice,Monsoon,Pabna,254743.0,713222,1282.2,35415244.4,69970.33,2.799770749343456
Rice,Monsoon,Natore,259805.0,523203,1124.3,30657987.0,29568.800000000003,2.0138296029714593
Rice,Summer,Kushtia,29947.0,75449,216.39999999999998,2520799.12,3882.51,2.5194176378268276
Rice,Autumn,Mymensingh,522698.0,903286,912.0,81293573.12,195625.24,1.728122166145652
Rice,Monsoon,Faridpur,1206255.0,3941000,-492.1,177903254.0,361939.05,3.267136716531745
Rice,Winter,Natore,4090.0,11649,1210.3,-1612799.7,-4977.5,2.8481662591687043
Rice,Winter,Khulna,147384.0,266674,1986.0,12588068.32,29372.160000000003,1.8093822938717907
Rice,Autumn,Dhaka,340830.0,334655,1327.1,51108130.6,51941.1,0.9818824633981751
Rice,Summer,Dinajpur,33700.0,96000,256.20000000000005,303827.0,-4586.0,2.8486646884273
Rice,Monsoon,Feni,9790.0,23690,1041.6,-3825983.2,-12944.1,2.4198161389172625
Rice,Summer,Chittagong,343122.0,1035706,564.0999999999999,46080170.88,21880.98,3.0184773928806665
Rice,Winter,Khulna,174714.0,346022,2551.5,14261743.2,41667.06,1.9805052829195142
Rice,Winter,Sylhet,10920.0,26585,834.5875000000001,-1186078.8,-6379.2,2.4345238095238093
Rice,Autumn,Gazipur,678000.0,563000,91.90000000000009,106622580.0,144720.0,0.8303834808259587
Rice,Winter,Rajshahi,12836.0,54206,3683.104545,150286.7200000002,-1764.12,4.2229666562792145
Rice,Summer,Kushtia,18175.0,40620,190.5,321129.25,-2001.5,2.2349381017881704
Rice,Winter,Jamalpur,148.0,187,2695.2,-1980256.8,-5976.32,1.2635135135135136
Rice,Monsoon,Chittagong,1075993.0,2770413,916.2,127033080.6,219958.53,2.5747500216079473
Rice,Winter,Dhaka,1748715.0,2670560,1373.6,162550849.1,428178.75,1.5271556542947249
Rice,Summer,Barisal,1390148.0,4289454,1126.7,135596849.0,327635.52,3.0856095897702978
Rice,Winter,Jamalpur,119.0,238,1286.3000000000002,-3981457.42,-11979.77,2.0
Rice,Monsoon,Pabna,265999.0,718304,1495.6090909999998,40560152.48,75779.67,2.700401129327554
Rice,Winter,Satkhira,4520.0,12220,708.3,-2286246.8,-7508.4,2.7035398230088497
Rice,Monsoon,Narayanganj,2204046.0,7225373,522.8,231915402.0,589092.42,3.2782314888164765
Rice,Summer,Chittagong,343122.0,1035706,564.0999999999999,46080170.88,21880.98,3.0184773928806665
Rice,Monsoon,Narayanganj,1396651.0,3222776,-654.4,133240516.0,320196.24,2.3075027333242164
Rice,Monsoon,Rangamati,261663.0,545186,316.70000000000005,35458780.4,69115.53,2.083542571934129
Rice,Monsoon,Tongi,1527103.0,2894101,1022.7,246696106.6,531486.05,1.895157694012781
Rice,Summer,Mymensingh,124874.0,246807,602.7,9252877.62,21715.980000000003,1.9764482598459248
Rice,Monsoon,Jessore,2062870.0,5956396,511.0,320436403.4,347687.9,2.8874315880302683
Rice,Monsoon,Sylhet,24142.0,57514,834.5875000000001,-714476.8599999999,-2964.5,2.382321265843758
Rice,Winter,Cox's Bazar,495113.0,1690109,146.39999999999998,71742258.48,154387.29,3.413582353927285
Rice,Summer,Kushtia,24595.0,67107,196.70000000000005,1883796.4500000002,2116.3500000000004,2.7284813986582637
Rice,Summer,Sylhet,2015.0,5831,1234.5875,-662447.2,-2335.05,2.8937965260545906
Rice,Autumn,Gazipur,781000.0,681000,1103.4,91657520.0,158010.0,0.8719590268886044
Rice,Autumn,Tongi,149362.86,77860,765.2,16911594.17,28366.2006,0.5212808592443932
Rice,Summer,Khulna,41079.0,111850,2111.2,1888948.9300000002,4269.75,2.7228024051218385
Rice,Monsoon,Jessore,1519656.0,5233690,490.0,230887282.0,525879.6,3.4439965360581604
Rice,Monsoon,Comilla,33728.0,90072,1716.3000000000002,-806970.2400000002,-3568.0,2.6705407969639468
Rice,Winter,Cox's Bazar,495113.0,1690109,346.4,72742258.48,157387.29,3.413582353927285
Rice,Winter,Chittagong,52005.0,106335,413.29999999999995,1105330.8499999996,1521.2999999999993,2.0447072396884916
Rice,Monsoon,Noakhali,7303.0,10799,584.5,-278463.6,-882.1300000000001,1.47870738052855
Rice,Summer,Dhaka,389140.0,1155877,1767.5,56682312.0,114633.4,2.9703371537235954
Rice,Summer,Barisal,1401233.0,4520656,1231.4,176951466.4,302271.26,3.2261986407685233
Rice,Summer,Tangail,29500.0,65800,789.0,1900245.0,-1920.0,2.230508474576271
Rice,Autumn,Rangpur,88370.0,200290,855.0,3730956.0,10627.3,2.266493153785221
Rice,Summer,Tangail,29500.0,65800,989.0,2900245.0,1080.0,2.230508474576271
Rice,Monsoon,Natore,281464.0,537876,619.5999999999999,27493809.76,50107.44,1.9109939459398004
Rice,Winter,Comilla,13193.0,36118,2466.9,-1978172.75,-7382.45,2.737663912680967
Rice,Winter,Rajshahi,63862.0,162180,2837.1,4786851.5,7351.700000000001,2.5395383796310793
Rice,Monsoon,Kushtia,6068496.0,12849116,449.9,617775496.5,1571808.96,2.117347692080542
Rice,Monsoon,Narayanganj,1794991.0,7949437,511.29999999999995,268971841.4,586347.03,4.428677915376735
Rice,Winter,Chittagong,43192.0,94196,578.9863640000001,4235523.84,5253.360000000001,2.1808668271902203
Rice,Winter,Khulna,88990.0,254450,2446.4,10433930.4,20366.7,2.859310034835375
Rice,Monsoon,Faridpur,1244000.0,4041000,-347.8,175745560.0,323880.0,3.2483922829581995
Rice,Monsoon,Rangamati,259892.0,500880,351.70000000000005,38496371.44,38181.64,1.927262093484986
Rice,Monsoon,Kushtia,5631949.0,11938078,-57.39999999999998,931523048.4,1339667.76,2.1197063396703344
Rice,Autumn,Tongi,150654.0,126012,974.7,23237558.08,43715.82,0.836433151459636
Rice,Autumn,Dhaka,144766.0,209122,1772.9,20481045.2,41668.1,1.4445518975450036
Rice,Winter,Jessore,741258.0,3519409,268.20000000000005,113703659.5,272678.04,4.747886700716889
Rice,Monsoon,Comilla,27219.0,71279,2172.5,1285359.3600000003,1343.2199999999993,2.6187222160990484
Rice,Winter,Comilla,13193.0,36118,2666.9,-978172.75,-4382.45,2.737663912680967
Rice,Monsoon,Jessore,1563887.0,5243250,420.5,249662471.4,535360.45,3.3527038718270568
Rice,Summer,Mymensingh,95682.0,176656,489.29999999999995,12909169.24,10265.94,1.8462824773729647
Rice,Monsoon,Tongi,1735411.0,3421253,765.7,271223107.8,653456.18,1.971436737464497
Rice,Autumn,Mymensingh,2939790.0,4444354,407.0,284599184.3,752345.4,1.5117930192292646
Rice,Monsoon,Rangamati,275746.0,5488,956.2,24242746.82,79481.26,0.019902373923828452
Rice,Autumn,Barisal,283859.0,575294,831.4000000000001,32251632.89,50448.98,2.0266893070151024
Rice,Monsoon,Chittagong,1079193.0,2599170,660.8,103624268.4,303965.97,2.408438527677626
Rice,Monsoon,Narsingdi,2818000.0,10542000,105.20000000000005,469071360.0,920940.0,3.7409510290986514
Rice,Autumn,Jamalpur,22633.0,25671,1448.8,1270242.17,110.90999999999985,1.1342287809835196
Rice,Autumn,Dhaka,539665.0,557764,765.5,46978913.05,122312.9,1.0335374723207915
Rice,Summer,Barisal,1376387.0,4257111,612.9000000000001,144117767.6,274041.27,3.092960773387136
Rice,Winter,Jamalpur,550.0,883,1448.8,-1920530.5,-5851.5,1.6054545454545455
Rice,Monsoon,Feni,12070.0,20880,1985.4863639999999,-978033.6000000001,-5016.9,1.7299088649544325
Rice,Monsoon,Rangpur,244000.0,645600,1439.8,34393000.0,76400.0,2.6459016393442623
Rice,Monsoon,Faridpur,1558900.0,5194600,-48.19999999999999,265756664.0,570793.0,3.332221438193598
Rice,Summer,Kushtia,2829.0,6741,49.89999999999998,-3711074.23,-11264.46,2.3828207847295864
Rice,Winter,Khulna,148893.0,335529,2080.2,12131067.62,19267.53,2.253490761822248
Rice,Monsoon,Brahmanbaria,80579.0,137418,118.10000000000002,4229533.27,8950.54,1.7053822956353393
Rice,Monsoon,Kushtia,5842029.0,13241518,216.39999999999998,879912697.8,1921869.57,2.2665957324073536
Rice,Summer,Tangail,69640.0,161900,751.0999999999999,8672330.0,18374.0,2.3248133256748993
Rice,Summer,Barisal,1290020.0,4351753,1083.5,192741419.2,419706.6,3.373399637214927
Rice,Autumn,Dhaka,196188.0,280693,1499.0,27616540.48,58742.04,1.4307348053907476
Rice,Winter,Comilla,14130.0,39236,2891.2,-866935.2000000002,-4337.1,2.7767869780608634
Rice,Summer,Kushtia,26051.0,74184,365.29999999999995,992315.75,117.85000000000036,2.8476450040305554
Rice,Monsoon,Pabna,255270.0,602410,2179.8,22166410.9,57817.5,2.3598934461550516
Rice,Summer,Natore,12654.0,39797,1163.7,810028.1599999999,-1861.14,3.145013434487119
Rice,Winter,Sylhet,10920.0,26585,34.58750000000009,-5186078.8,-18379.2,2.4345238095238093
Rice,Monsoon,Sylhet,4650.0,13501,834.5875000000001,-2275437.0,-8209.5,2.9034408602150537
Rice,Summer,Kushtia,21621.0,45666,291.6,92667.83999999985,-7054.11,2.1121132232551685
Rice,Autumn,Khulna,60418.0,160894,2202.9,7540606.380000001,13937.939999999999,2.6630143334767786
Rice,Winter,Barisal,4010973.0,10410533,766.0,600854728.4,1231401.63,2.595513108664656
Rice,Autumn,Tongi,153608.9,105328,-250.79999999999995,9641988.23,11257.868999999999,0.6856894359636714
Rice,Summer,Khulna,49693.0,153463,2464.8,6823665.92,15883.34,3.0882216811220897
Rice,Summer,Dhaka,327468.0,622358,1573.6,29001395.56,75867.0,1.9005154702138836
Rice,Winter,Jamalpur,306.0,589,1850.1999999999998,-953855.2,-2905.14,1.9248366013071896
Rice,Autumn,Khulna,120217.0,235849,2351.5,7877439.6,22862.93,1.9618606353510735
Rice,Winter,Khulna,86751.0,212607,1787.6,11082050.8,20892.81,2.450772901753294
Rice,Summer,Tangail,69640.0,161900,551.0999999999999,7672330.0,15374.0,2.3248133256748993
Rice,Monsoon,Cox's Bazar,1189264.0,4135049,750.3,189898620.8,407242.4,3.476981561705391
Rice,Summer,Pabna,71877.0,231509,2275.3,10015150.25,22156.95,3.2209051574217065
Rice,Monsoon,Narayanganj,2204046.0,7225373,522.8,231915402.0,589092.42,3.2782314888164765
Rice,Autumn,Barisal,247978.0,642310,1395.8,36002628.5,80792.3,2.5901894522901223
Rice,Winter,Chittagong,45326.0,109309,356.20000000000005,3835160.8,5051.0599999999995,2.4116180558619775
Rice,Autumn,Rajshahi,33102.0,76631,3084.4,2997077.92,4923.66,2.314996072744849
Rice,Monsoon,Natore,259805.0,523203,924.3,29657987.0,26568.800000000003,2.0138296029714593
Rice,Monsoon,Kushtia,5719933.0,12476923,875.5999999999999,565158968.3,1369783.92,2.1813057950154313
Rice,Monsoon,Narayanganj,1442841.0,3554113,312.4,218115383.3,495994.35,2.4632741930677047
Rice,Monsoon,Tangail,1488200.0,2098200,-148.0,155231588.0,294522.0,1.409891143663486
Rice,Summer,Khulna,41079.0,111850,2111.2,1888948.9300000002,4269.75,2.7228024051218385
